Year,périodes,valeur
2024,Sep,0.93
2025,Sep,1.09
1880,Oct,-0.15
1881,Oct,-0.01
1882,Oct,0.03
1883,Oct,-0.06
1884,Oct,-0.07
1885,Oct,-0.13
1886,Oct,-0.24
1887,Oct,-0.22
1888,Oct,0.07
1889,Oct,-0.09
1890,Oct,-0.39
1891,Oct,-0.16
1892,Oct,0.0
1893,Oct,-0.08
1894,Oct,-0.18
1895,Oct,-0.11
1896,Oct,0.09
1897,Oct,-0.09
1898,Oct,-0.32
1899,Oct,-0.12
1900,Oct,-0.02
1901,Oct,-0.26
1902,Oct,-0.27
1903,Oct,-0.48
1904,Oct,-0.39
1905,Oct,-0.21
1906,Oct,-0.23
1907,Oct,-0.26
1908,Oct,-0.44
1909,Oct,-0.46
1910,Oct,-0.51
1911,Oct,-0.34
1912,Oct,-0.3
1913,Oct,-0.24
1914,Oct,-0.05
1915,Oct,-0.21
1916,Oct,-0.33
1917,Oct,-0.27
1918,Oct,-0.06
1919,Oct,-0.31
1920,Oct,-0.13
1921,Oct,-0.05
1922,Oct,-0.34
1923,Oct,-0.32
1924,Oct,-0.47
1925,Oct,-0.25
1926,Oct,-0.27
1927,Oct,-0.25
1928,Oct,-0.29
1929,Oct,-0.27
1930,Oct,-0.24
1931,Oct,-0.25
1932,Oct,-0.31
1933,Oct,-0.33
1934,Oct,-0.25
1935,Oct,-0.21
1936,Oct,-0.12
1937,Oct,-0.16
1938,Oct,-0.04
1939,Oct,-0.15
1940,Oct,-0.04
1941,Oct,0.22
1942,Oct,-0.25
1943,Oct,0.0
1944,Oct,0.09
1945,Oct,0.13
1946,Oct,-0.17
1947,Oct,-0.26
1948,Oct,-0.18
1949,Oct,-0.2
1950,Oct,-0.35
1951,Oct,-0.11
1952,Oct,0.01
1953,Oct,-0.1
1954,Oct,-0.18
1955,Oct,-0.24
1956,Oct,-0.19
1957,Oct,-0.03
1958,Oct,0.01
1959,Oct,-0.1
1960,Oct,0.06
1961,Oct,0.03
1962,Oct,-0.1
1963,Oct,-0.12
1964,Oct,-0.32
1965,Oct,-0.08
1966,Oct,-0.23
1967,Oct,-0.12
1968,Oct,0.18
1969,Oct,0.16
1970,Oct,0.25
1971,Oct,0.07
1972,Oct,0.21
1973,Oct,0.27
1974,Oct,0.1
1975,Oct,-0.05
1976,Oct,0.04
1977,Oct,0.09
1978,Oct,0.06
1979,Oct,0.29
1980,Oct,0.15
1981,Oct,0.02
1982,Oct,0.26
1983,Oct,0.22
1984,Oct,0.19
1985,Oct,0.21
1986,Oct,0.22
1987,Oct,0.45
1988,Oct,0.52
1989,Oct,0.33
1990,Oct,0.41
1991,Oct,0.29
1992,Oct,0.3
1993,Oct,0.35
1994,Oct,0.31
1995,Oct,0.33
1996,Oct,0.39
1997,Oct,0.6
1998,Oct,0.31
1999,Oct,0.28
2000,Oct,0.25
2001,Oct,0.4
2002,Oct,0.55
2003,Oct,0.47
2004,Oct,0.52
2005,Oct,0.57
2006,Oct,0.45
2007,Oct,0.34
2008,Oct,0.5
2009,Oct,0.53
2010,Oct,0.54
2011,Oct,0.41
2012,Oct,0.69
2013,Oct,0.56
2014,Oct,0.68
2015,Oct,0.89
2016,Oct,0.72
2017,Oct,0.74
2018,Oct,0.81
2019,Oct,0.71
2020,Oct,0.54
2021,Oct,0.68
2022,Oct,0.62
2023,Oct,0.83
2024,Oct,0.94
2025,Oct,0.9
1880,Nov,-0.01
1881,Nov,-0.01
1882,Nov,-0.02
1883,Nov,-0.05
1884,Nov,-0.11
1885,Nov,-0.11
1886,Nov,-0.15
1887,Nov,-0.25
1888,Nov,0.07
1889,Nov,-0.06
1890,Nov,-0.25
1891,Nov,-0.1
1892,Nov,-0.04
1893,Nov,-0.04
1894,Nov,-0.04
1895,Nov,-0.2
1896,Nov,0.12
1897,Nov,-0.1
1898,Nov,-0.26
1899,Nov,-0.09
1900,Nov,0.0
1901,Nov,-0.14
1902,Nov,-0.26
1903,Nov,-0.44
1904,Nov,-0.26
1905,Nov,-0.22
1906,Nov,-0.36
1907,Nov,-0.37
1908,Nov,-0.42
1909,Nov,-0.53
1910,Nov,-0.54
1911,Nov,-0.23
1912,Nov,-0.27
1913,Nov,-0.24
1914,Nov,-0.08
1915,Nov,-0.23
1916,Nov,-0.49
1917,Nov,-0.37
1918,Nov,0.01
1919,Nov,-0.35
1920,Nov,-0.09
1921,Nov,-0.18
1922,Nov,-0.18
1923,Nov,-0.2
1924,Nov,-0.53
1925,Nov,-0.12
1926,Nov,-0.28
1927,Nov,-0.2
1928,Nov,-0.23
1929,Nov,-0.19
1930,Nov,-0.08
1931,Nov,-0.36
1932,Nov,-0.22
1933,Nov,-0.38
1934,Nov,-0.21
1935,Nov,-0.19
1936,Nov,-0.12
1937,Nov,-0.08
1938,Nov,-0.17
1939,Nov,-0.1
1940,Nov,0.05
1941,Nov,0.29
1942,Nov,-0.09
1943,Nov,0.02
1944,Nov,0.03
1945,Nov,0.07
1946,Nov,-0.18
1947,Nov,-0.15
1948,Nov,-0.28
1949,Nov,-0.25
1950,Nov,-0.35
1951,Nov,-0.08
1952,Nov,-0.05
1953,Nov,-0.12
1954,Nov,-0.2
1955,Nov,-0.19
1956,Nov,-0.05
1957,Nov,0.04
1958,Nov,0.02
1959,Nov,-0.18
1960,Nov,-0.14
1961,Nov,-0.01
1962,Nov,0.0
1963,Nov,-0.12
1964,Nov,-0.21
1965,Nov,-0.15
1966,Nov,-0.03
1967,Nov,-0.14
1968,Nov,0.13
1969,Nov,0.1
1970,Nov,0.02
1971,Nov,-0.13
1972,Nov,0.25
1973,Nov,0.18
1974,Nov,0.05
1975,Nov,-0.05
1976,Nov,0.21
1977,Nov,0.06
1978,Nov,0.11
1979,Nov,0.33
1980,Nov,0.38
1981,Nov,0.11
1982,Nov,0.47
1983,Nov,0.12
1984,Nov,0.23
1985,Nov,0.08
1986,Nov,0.17
1987,Nov,0.49
1988,Nov,0.19
1989,Nov,0.28
1990,Nov,0.47
1991,Nov,0.27
1992,Nov,0.14
1993,Nov,0.29
1994,Nov,0.39
1995,Nov,0.32
1996,Nov,0.47
1997,Nov,0.71
1998,Nov,0.37
1999,Nov,0.21
2000,Nov,0.4
2001,Nov,0.47
2002,Nov,0.41
2003,Nov,0.41
2004,Nov,0.48
2005,Nov,0.43
2006,Nov,0.54
2007,Nov,0.36
2008,Nov,0.43
2009,Nov,0.75
2010,Nov,0.41
2011,Nov,0.52
2012,Nov,0.61
2013,Nov,0.54
2014,Nov,0.54
2015,Nov,0.77
2016,Nov,0.72
2017,Nov,0.54
2018,Nov,0.71
2019,Nov,0.8
2020,Nov,0.6
2021,Nov,0.55
2022,Nov,0.37
2023,Nov,0.85
2024,Nov,0.73
2025,Nov,0.74
1880,Dec,0.05
1881,Dec,0.09
1882,Dec,-0.08
1883,Dec,-0.07
1884,Dec,-0.16
1885,Dec,-0.1
1886,Dec,-0.29
1887,Dec,-0.24
1888,Dec,0.15
1889,Dec,-0.04
1890,Dec,-0.17
1891,Dec,-0.05
1892,Dec,-0.12
1893,Dec,-0.04
1894,Dec,-0.07
1895,Dec,-0.05
1896,Dec,0.12
1897,Dec,-0.13
1898,Dec,-0.21
1899,Dec,-0.06
1900,Dec,-0.1
1901,Dec,-0.15
1902,Dec,-0.24
1903,Dec,-0.47
1904,Dec,-0.32
1905,Dec,-0.08
1906,Dec,-0.34
1907,Dec,-0.36
1908,Dec,-0.44
1909,Dec,-0.56
1910,Dec,-0.54
1911,Dec,-0.12
1912,Dec,-0.3
1913,Dec,-0.15
1914,Dec,-0.02
1915,Dec,-0.19
1916,Dec,-0.52
1917,Dec,-0.3
1918,Dec,-0.01
1919,Dec,-0.29
1920,Dec,-0.21
1921,Dec,-0.22
1922,Dec,-0.25
1923,Dec,-0.18
1924,Dec,-0.51
1925,Dec,-0.09
1926,Dec,-0.29
1927,Dec,-0.27
1928,Dec,-0.3
1929,Dec,-0.42
1930,Dec,-0.17
1931,Dec,-0.2
1932,Dec,-0.31
1933,Dec,-0.36
1934,Dec,-0.23
1935,Dec,-0.17
1936,Dec,-0.17
1937,Dec,-0.14
1938,Dec,-0.14
1939,Dec,0.09
1940,Dec,0.29
1941,Dec,0.25
1942,Dec,-0.04
1943,Dec,0.08
1944,Dec,0.08
1945,Dec,0.08
1946,Dec,-0.15
1947,Dec,-0.22
1948,Dec,-0.08
1949,Dec,-0.23
1950,Dec,-0.32
1951,Dec,-0.06
1952,Dec,-0.04
1953,Dec,-0.12
1954,Dec,-0.27
1955,Dec,-0.29
1956,Dec,-0.03
1957,Dec,0.06
1958,Dec,-0.15
1959,Dec,-0.1
1960,Dec,-0.02
1961,Dec,-0.16
1962,Dec,-0.15
1963,Dec,-0.08
1964,Dec,-0.33
1965,Dec,-0.07
1966,Dec,-0.02
1967,Dec,-0.12
1968,Dec,0.05
1969,Dec,0.19
1970,Dec,0.06
1971,Dec,-0.04
1972,Dec,0.41
1973,Dec,-0.1
1974,Dec,0.09
1975,Dec,-0.13
1976,Dec,0.47
1977,Dec,0.05
1978,Dec,0.13
1979,Dec,0.41
1980,Dec,0.34
1981,Dec,0.28
1982,Dec,0.48
1983,Dec,0.22
1984,Dec,0.33
1985,Dec,0.12
1986,Dec,0.21
1987,Dec,0.43
1988,Dec,0.15
1989,Dec,0.4
1990,Dec,0.43
1991,Dec,0.43
1992,Dec,0.22
1993,Dec,0.15
1994,Dec,0.42
1995,Dec,0.25
1996,Dec,0.39
1997,Dec,0.68
1998,Dec,0.35
1999,Dec,0.16
2000,Dec,0.29
2001,Dec,0.45
2002,Dec,0.47
2003,Dec,0.51
2004,Dec,0.57
2005,Dec,0.52
2006,Dec,0.43
2007,Dec,0.21
2008,Dec,0.43
2009,Dec,0.68
2010,Dec,0.39
2011,Dec,0.32
2012,Dec,0.61
2013,Dec,0.55
2014,Dec,0.47
2015,Dec,0.81
2016,Dec,0.69
2017,Dec,0.49
2018,Dec,0.76
2019,Dec,0.83
2020,Dec,0.41
2021,Dec,0.58
2022,Dec,0.53
2023,Dec,0.9
2024,Dec,0.81
2025,Dec,0.69
1880,J-D,-0.05
1881,J-D,0.0
1882,J-D,-0.01
1883,J-D,-0.07
1884,J-D,-0.15
1885,J-D,-0.24
1886,J-D,-0.2
1887,J-D,-0.29
1888,J-D,-0.11
1889,J-D,-0.04
1890,J-D,-0.32
1891,J-D,-0.19
1892,J-D,-0.15
1893,J-D,-0.15
1894,J-D,-0.22
1895,J-D,-0.15
1896,J-D,-0.03
1897,J-D,-0.05
1898,J-D,-0.26
1899,J-D,-0.14
1900,J-D,-0.07
1901,J-D,-0.19
1902,J-D,-0.23
1903,J-D,-0.37
1904,J-D,-0.46
1905,J-D,-0.23
1906,J-D,-0.21
1907,J-D,-0.31
1908,J-D,-0.41
1909,J-D,-0.48
1910,J-D,-0.44
1911,J-D,-0.47
1912,J-D,-0.26
1913,J-D,-0.27
1914,J-D,-0.11
1915,J-D,-0.14
1916,J-D,-0.31
1917,J-D,-0.36
1918,J-D,-0.21
1919,J-D,-0.21
1920,J-D,-0.24
1921,J-D,-0.27
1922,J-D,-0.3
1923,J-D,-0.31
1924,J-D,-0.36
1925,J-D,-0.3
1926,J-D,-0.22
1927,J-D,-0.3
1928,J-D,-0.29
1929,J-D,-0.38
1930,J-D,-0.29
1931,J-D,-0.22
1932,J-D,-0.26
1933,J-D,-0.32
1934,J-D,-0.25
1935,J-D,-0.3
1936,J-D,-0.26
1937,J-D,-0.18
1938,J-D,-0.18
1939,J-D,-0.13
1940,J-D,0.09
1941,J-D,0.16
1942,J-D,0.01
1943,J-D,-0.01
1944,J-D,0.14
1945,J-D,0.09
1946,J-D,-0.17
1947,J-D,-0.13
1948,J-D,-0.2
1949,J-D,-0.19
1950,J-D,-0.21
1951,J-D,-0.18
1952,J-D,-0.03
1953,J-D,-0.07
1954,J-D,-0.25
1955,J-D,-0.2
1956,J-D,-0.16
1957,J-D,0.06
1958,J-D,-0.03
1959,J-D,-0.06
1960,J-D,-0.13
1961,J-D,0.03
1962,J-D,-0.06
1963,J-D,-0.03
1964,J-D,-0.2
1965,J-D,-0.07
1966,J-D,-0.09
1967,J-D,-0.08
1968,J-D,-0.09
1969,J-D,0.14
1970,J-D,0.09
1971,J-D,-0.01
1972,J-D,0.2
1973,J-D,0.23
1974,J-D,0.03
1975,J-D,0.02
1976,J-D,0.01
1977,J-D,0.24
1978,J-D,0.11
1979,J-D,0.25
1980,J-D,0.34
1981,J-D,0.27
1982,J-D,0.23
1983,J-D,0.38
1984,J-D,0.27
1985,J-D,0.24
1986,J-D,0.23
1987,J-D,0.4
1988,J-D,0.41
1989,J-D,0.28
1990,J-D,0.37
1991,J-D,0.4
1992,J-D,0.31
1993,J-D,0.28
1994,J-D,0.26
1995,J-D,0.32
1996,J-D,0.4
1997,J-D,0.42
1998,J-D,0.51
1999,J-D,0.28
2000,J-D,0.29
2001,J-D,0.43
2002,J-D,0.55
2003,J-D,0.49
2004,J-D,0.41
2005,J-D,0.5
2006,J-D,0.46
2007,J-D,0.48
2008,J-D,0.41
2009,J-D,0.59
2010,J-D,0.55
2011,J-D,0.47
2012,J-D,0.49
2013,J-D,0.56
2014,J-D,0.58
2015,J-D,0.63
2016,J-D,0.73
2017,J-D,0.67
2018,J-D,0.66
2019,J-D,0.75
2020,J-D,0.67
2021,J-D,0.55
2022,J-D,0.62
2023,J-D,0.86
2024,J-D,0.91
2025,J-D,0.89
1880,D-N,0.0493793103448275
1881,D-N,-0.01
1882,D-N,0.0
1883,D-N,-0.07
1884,D-N,-0.14
1885,D-N,-0.25
1886,D-N,-0.18
1887,D-N,-0.29
1888,D-N,-0.14
1889,D-N,-0.02
1890,D-N,-0.31
1891,D-N,-0.2
1892,D-N,-0.15
1893,D-N,-0.16
1894,D-N,-0.22
1895,D-N,-0.15
1896,D-N,-0.04
1897,D-N,-0.03
1898,D-N,-0.26
1899,D-N,-0.15
1900,D-N,-0.06
1901,D-N,-0.18
1902,D-N,-0.22
1903,D-N,-0.35
1904,D-N,-0.48
1905,D-N,-0.25
1906,D-N,-0.19
1907,D-N,-0.3
1908,D-N,-0.4
1909,D-N,-0.47
1910,D-N,-0.44
1911,D-N,-0.5
1912,D-N,-0.25
1913,D-N,-0.28
1914,D-N,-0.12
1915,D-N,-0.12
1916,D-N,-0.28
1917,D-N,-0.38
1918,D-N,-0.23
1919,D-N,-0.18
1920,D-N,-0.25
1921,D-N,-0.27
1922,D-N,-0.3
1923,D-N,-0.32
1924,D-N,-0.33
1925,D-N,-0.34
1926,D-N,-0.2
1927,D-N,-0.3
1928,D-N,-0.29
1929,D-N,-0.37
1930,D-N,-0.31
1931,D-N,-0.21
1932,D-N,-0.25
1933,D-N,-0.32
1934,D-N,-0.26
1935,D-N,-0.3
1936,D-N,-0.26
1937,D-N,-0.18
1938,D-N,-0.18
1939,D-N,-0.15
1940,D-N,0.07
1941,D-N,0.17
1942,D-N,0.03
1943,D-N,-0.02
1944,D-N,0.14
1945,D-N,0.09
1946,D-N,-0.15
1947,D-N,-0.13
1948,D-N,-0.21
1949,D-N,-0.18
1950,D-N,-0.2
1951,D-N,-0.2
1952,D-N,-0.04
1953,D-N,-0.07
1954,D-N,-0.24
1955,D-N,-0.2
1956,D-N,-0.18
1957,D-N,0.05
1958,D-N,-0.01
1959,D-N,-0.07
1960,D-N,-0.13
1961,D-N,0.04
1962,D-N,-0.06
1963,D-N,-0.03
1964,D-N,-0.18
1965,D-N,-0.09
1966,D-N,-0.09
1967,D-N,-0.07
1968,D-N,-0.11
1969,D-N,0.13
1970,D-N,0.1
1971,D-N,-0.01
1972,D-N,0.16
1973,D-N,0.27
1974,D-N,0.02
1975,D-N,0.04
1976,D-N,-0.04
1977,D-N,0.27
1978,D-N,0.11
1979,D-N,0.23
1980,D-N,0.35
1981,D-N,0.27
1982,D-N,0.21
1983,D-N,0.4
1984,D-N,0.27
1985,D-N,0.25
1986,D-N,0.22
1987,D-N,0.39
1988,D-N,0.43
1989,D-N,0.26
1990,D-N,0.37
1991,D-N,0.4
1992,D-N,0.33
1993,D-N,0.28
1994,D-N,0.24
1995,D-N,0.33
1996,D-N,0.39
1997,D-N,0.39
1998,D-N,0.54
1999,D-N,0.3
2000,D-N,0.27
2001,D-N,0.41
2002,D-N,0.55
2003,D-N,0.49
2004,D-N,0.41
2005,D-N,0.51
2006,D-N,0.47
2007,D-N,0.5
2008,D-N,0.39
2009,D-N,0.57
2010,D-N,0.58
2011,D-N,0.48
2012,D-N,0.47
2013,D-N,0.56
2014,D-N,0.59
2015,D-N,0.6
2016,D-N,0.74
2017,D-N,0.68
2018,D-N,0.64
2019,D-N,0.74
2020,D-N,0.71
2021,D-N,0.54
2022,D-N,0.63
2023,D-N,0.82
2024,D-N,0.92
2025,D-N,0.9
1880,DJF,0.051655172413793
1881,DJF,-0.04
1882,DJF,0.07
1883,DJF,-0.06
1884,DJF,-0.07
1885,DJF,-0.2
1886,DJF,-0.15
1887,DJF,-0.36
1888,DJF,-0.19
1889,DJF,0.09
1890,DJF,-0.19
1891,DJF,-0.21
1892,DJF,-0.06
1893,DJF,-0.14
1894,DJF,-0.11
1895,DJF,-0.09
1896,DJF,-0.07
1897,DJF,0.1
1898,DJF,-0.13
1899,DJF,-0.18
1900,DJF,-0.05
1901,DJF,-0.11
1902,DJF,-0.16
1903,DJF,-0.24
1904,DJF,-0.52
1905,DJF,-0.32
1906,DJF,-0.04
1907,DJF,-0.31
1908,DJF,-0.36
1909,DJF,-0.47
1910,DJF,-0.51
1911,DJF,-0.55
1912,DJF,-0.15
1913,DJF,-0.26
1914,DJF,-0.11
1915,DJF,-0.05
1916,DJF,-0.16
1917,DJF,-0.58
1918,DJF,-0.27
1919,DJF,-0.02
1920,DJF,-0.29
1921,DJF,-0.26
1922,DJF,-0.26
1923,DJF,-0.32
1924,DJF,-0.2
1925,DJF,-0.49
1926,DJF,-0.11
1927,DJF,-0.27
1928,DJF,-0.27
1929,DJF,-0.33
1930,DJF,-0.42
1931,DJF,-0.17
1932,DJF,-0.15
1933,DJF,-0.29
1934,DJF,-0.35
1935,DJF,-0.26
1936,DJF,-0.22
1937,DJF,-0.2
1938,DJF,-0.18
1939,DJF,-0.14
1940,DJF,0.08
1941,DJF,0.22
1942,DJF,0.19
1943,DJF,-0.01
1944,DJF,0.07
1945,DJF,0.09
1946,DJF,0.01
1947,DJF,-0.12
1948,DJF,-0.18
1949,DJF,-0.12
1950,DJF,-0.24
1951,DJF,-0.33
1952,DJF,0.03
1953,DJF,-0.06
1954,DJF,-0.18
1955,DJF,-0.21
1956,DJF,-0.23
1957,DJF,-0.03
1958,DJF,0.11
1959,DJF,-0.08
1960,DJF,-0.14
1961,DJF,0.01
1962,DJF,-0.14
1963,DJF,-0.14
1964,DJF,-0.13
1965,DJF,-0.15
1966,DJF,-0.1
1967,DJF,-0.01
1968,DJF,-0.16
1969,DJF,0.13
1970,DJF,0.19
1971,DJF,0.02
1972,DJF,0.08
1973,DJF,0.35
1974,DJF,-0.08
1975,DJF,0.06
1976,DJF,-0.09
1977,DJF,0.45
1978,DJF,0.06
1979,DJF,0.17
1980,DJF,0.39
1981,DJF,0.27
1982,DJF,0.22
1983,DJF,0.5
1984,DJF,0.25
1985,DJF,0.31
1986,DJF,0.23
1987,DJF,0.32
1988,DJF,0.47
1989,DJF,0.17
1990,DJF,0.36
1991,DJF,0.37
1992,DJF,0.36
1993,DJF,0.24
1994,DJF,0.14
1995,DJF,0.36
1996,DJF,0.28
1997,DJF,0.3
1998,DJF,0.65
1999,DJF,0.33
2000,DJF,0.16
2001,DJF,0.35
2002,DJF,0.46
2003,DJF,0.54
2004,DJF,0.52
2005,DJF,0.53
2006,DJF,0.5
2007,DJF,0.5
2008,DJF,0.22
2009,DJF,0.42
2010,DJF,0.7
2011,DJF,0.4
2012,DJF,0.33
2013,DJF,0.54
2014,DJF,0.5
2015,DJF,0.54
2016,DJF,0.8
2017,DJF,0.7
2018,DJF,0.48
2019,DJF,0.74
2020,DJF,0.79
2021,DJF,0.37
2022,DJF,0.59
2023,DJF,0.55
2024,DJF,0.9
2025,DJF,0.86
1880,MAM,-0.04
1881,MAM,0.09
1882,MAM,0.0
1883,MAM,-0.09
1884,MAM,-0.21
1885,MAM,-0.33
1886,MAM,-0.18
1887,MAM,-0.31
1888,MAM,-0.23
1889,MAM,0.06
1890,MAM,-0.37
1891,MAM,-0.19
1892,MAM,-0.19
1893,MAM,-0.2
1894,MAM,-0.32
1895,MAM,-0.22
1896,MAM,-0.07
1897,MAM,-0.01
1898,MAM,-0.3
1899,MAM,-0.18
1900,MAM,-0.09
1901,MAM,-0.16
1902,MAM,-0.2
1903,MAM,-0.35
1904,MAM,-0.56
1905,MAM,-0.24
1906,MAM,-0.2
1907,MAM,-0.29
1908,MAM,-0.43
1909,MAM,-0.51
1910,MAM,-0.46
1911,MAM,-0.6
1912,MAM,-0.22
1913,MAM,-0.34
1914,MAM,-0.18
1915,MAM,0.0
1916,MAM,-0.26
1917,MAM,-0.47
1918,MAM,-0.32
1919,MAM,-0.06
1920,MAM,-0.29
1921,MAM,-0.39
1922,MAM,-0.33
1923,MAM,-0.29
1924,MAM,-0.28
1925,MAM,-0.35
1926,MAM,-0.17
1927,MAM,-0.35
1928,MAM,-0.31
1929,MAM,-0.48
1930,MAM,-0.32
1931,MAM,-0.19
1932,MAM,-0.21
1933,MAM,-0.31
1934,MAM,-0.31
1935,MAM,-0.33
1936,MAM,-0.31
1937,MAM,-0.22
1938,MAM,-0.19
1939,MAM,-0.12
1940,MAM,0.1
1941,MAM,0.15
1942,MAM,0.09
1943,MAM,-0.1
1944,MAM,0.18
1945,MAM,0.06
1946,MAM,-0.15
1947,MAM,-0.12
1948,MAM,-0.2
1949,MAM,-0.16
1950,MAM,-0.2
1951,MAM,-0.25
1952,MAM,-0.08
1953,MAM,-0.02
1954,MAM,-0.24
1955,MAM,-0.24
1956,MAM,-0.26
1957,MAM,0.11
1958,MAM,0.01
1959,MAM,0.05
1960,MAM,-0.21
1961,MAM,0.09
1962,MAM,-0.12
1963,MAM,-0.14
1964,MAM,-0.28
1965,MAM,-0.13
1966,MAM,-0.05
1967,MAM,-0.08
1968,MAM,-0.13
1969,MAM,0.26
1970,MAM,0.09
1971,MAM,0.0
1972,MAM,0.08
1973,MAM,0.33
1974,MAM,-0.06
1975,MAM,0.16
1976,MAM,-0.15
1977,MAM,0.31
1978,MAM,0.22
1979,MAM,0.25
1980,MAM,0.47
1981,MAM,0.28
1982,MAM,0.13
1983,MAM,0.51
1984,MAM,0.32
1985,MAM,0.27
1986,MAM,0.29
1987,MAM,0.36
1988,MAM,0.48
1989,MAM,0.21
1990,MAM,0.42
1991,MAM,0.36
1992,MAM,0.42
1993,MAM,0.3
1994,MAM,0.21
1995,MAM,0.23
1996,MAM,0.34
1997,MAM,0.24
1998,MAM,0.55
1999,MAM,0.2
2000,MAM,0.22
2001,MAM,0.41
2002,MAM,0.69
2003,MAM,0.51
2004,MAM,0.38
2005,MAM,0.48
2006,MAM,0.34
2007,MAM,0.55
2008,MAM,0.39
2009,MAM,0.55
2010,MAM,0.63
2011,MAM,0.42
2012,MAM,0.48
2013,MAM,0.45
2014,MAM,0.57
2015,MAM,0.55
2016,MAM,0.78
2017,MAM,0.8
2018,MAM,0.67
2019,MAM,0.76
2020,MAM,0.75
2021,MAM,0.5
2022,MAM,0.63
2023,MAM,0.84
2024,MAM,0.9
2025,MAM,0.9
1880,JJA,-0.12
1881,JJA,-0.05
1882,JJA,-0.06
1883,JJA,-0.05
1884,JJA,-0.19
1885,JJA,-0.33
1886,JJA,-0.24
1887,JJA,-0.24
1888,JJA,-0.2
1889,JJA,-0.13
1890,JJA,-0.34
1891,JJA,-0.24
1892,JJA,-0.27
1893,JJA,-0.21
1894,JJA,-0.29
1895,JJA,-0.14
1896,JJA,-0.11
1897,JJA,-0.11
1898,JJA,-0.33
1899,JJA,-0.17
1900,JJA,-0.1
1901,JJA,-0.26
1902,JJA,-0.25
1903,JJA,-0.34
1904,JJA,-0.45
1905,JJA,-0.25
1906,JJA,-0.23
1907,JJA,-0.31
1908,JJA,-0.39
1909,JJA,-0.43
1910,JJA,-0.32
1911,JJA,-0.53
1912,JJA,-0.32
1913,JJA,-0.27
1914,JJA,-0.15
1915,JJA,-0.23
1916,JJA,-0.36
1917,JJA,-0.21
1918,JJA,-0.28
1919,JJA,-0.32
1920,JJA,-0.33
1921,JJA,-0.29
1922,JJA,-0.35
1923,JJA,-0.35
1924,JJA,-0.38
1925,JJA,-0.29
1926,JJA,-0.27
1927,JJA,-0.34
1928,JJA,-0.33
1929,JJA,-0.43
1930,JJA,-0.33
1931,JJA,-0.19
1932,JJA,-0.36
1933,JJA,-0.33
1934,JJA,-0.19
1935,JJA,-0.37
1936,JJA,-0.34
1937,JJA,-0.19
1938,JJA,-0.22
1939,JJA,-0.16
1940,JJA,0.09
1941,JJA,0.14
1942,JJA,0.0
1943,JJA,0.02
1944,JJA,0.2
1945,JJA,0.07
1946,JJA,-0.3
1947,JJA,-0.06
1948,JJA,-0.21
1949,JJA,-0.23
1950,JJA,-0.06
1951,JJA,-0.1
1952,JJA,-0.08
1953,JJA,-0.09
1954,JJA,-0.32
1955,JJA,-0.14
1956,JJA,-0.12
1957,JJA,0.09
1958,JJA,-0.12
1959,JJA,-0.06
1960,JJA,-0.16
1961,JJA,-0.01
1962,JJA,0.03
1963,JJA,0.15
1964,JJA,-0.05
1965,JJA,0.03
1966,JJA,-0.1
1967,JJA,-0.05
1968,JJA,-0.13
1969,JJA,0.0
1970,JJA,-0.04
1971,JJA,-0.02
1972,JJA,0.23
1973,JJA,0.17
1974,JJA,0.15
1975,JJA,-0.03
1976,JJA,0.0
1977,JJA,0.32
1978,JJA,0.05
1979,JJA,0.18
1980,JJA,0.26
1981,JJA,0.45
1982,JJA,0.17
1983,JJA,0.33
1984,JJA,0.2
1985,JJA,0.26
1986,JJA,0.21
1987,JJA,0.44
1988,JJA,0.39
1989,JJA,0.29
1990,JJA,0.38
1991,JJA,0.51
1992,JJA,0.33
1993,JJA,0.27
1994,JJA,0.28
1995,JJA,0.42
1996,JJA,0.49
1997,JJA,0.41
1998,JJA,0.66
1999,JJA,0.37
2000,JJA,0.36
2001,JJA,0.46
2002,JJA,0.5
2003,JJA,0.45
2004,JJA,0.27
2005,JJA,0.51
2006,JJA,0.55
2007,JJA,0.53
2008,JJA,0.44
2009,JJA,0.7
2010,JJA,0.46
2011,JJA,0.65
2012,JJA,0.42
2013,JJA,0.6
2014,JJA,0.57
2015,JJA,0.58
2016,JJA,0.69
2017,JJA,0.63
2018,JJA,0.69
2019,JJA,0.75
2020,JJA,0.66
2021,JJA,0.62
2022,JJA,0.75
2023,JJA,0.92
2024,JJA,1.01
2025,JJA,0.94
1880,SON,-0.07
1881,SON,-0.02
1882,SON,-0.01
1883,SON,-0.07
1884,SON,-0.09
1885,SON,-0.14
1886,SON,-0.18
1887,SON,-0.26
1888,SON,0.03
1889,SON,-0.1
1890,SON,-0.34
1891,SON,-0.16
1892,SON,-0.05
1893,SON,-0.09
1894,SON,-0.15
1895,SON,-0.16
1896,SON,0.06
1897,SON,-0.1
1898,SON,-0.28
1899,SON,-0.08
1900,SON,-0.03
1901,SON,-0.19
1902,SON,-0.26
1903,SON,-0.48
1904,SON,-0.37
1905,SON,-0.2
1906,SON,-0.3
1907,SON,-0.3
1908,SON,-0.42
1909,SON,-0.47
1910,SON,-0.47
1911,SON,-0.34
1912,SON,-0.3
1913,SON,-0.25
1914,SON,-0.05
1915,SON,-0.21
1916,SON,-0.35
1917,SON,-0.26
1918,SON,-0.05
1919,SON,-0.33
1920,SON,-0.1
1921,SON,-0.14
1922,SON,-0.27
