Year,périodes,valeur
1947,JJA,-0.02
1948,JJA,0.03
1949,JJA,-0.12
1950,JJA,-0.15
1951,JJA,0.09
1952,JJA,0.12
1953,JJA,0.22
1954,JJA,-0.05
1955,JJA,-0.03
1956,JJA,-0.22
1957,JJA,0.13
1958,JJA,0.07
1959,JJA,0.09
1960,JJA,0.13
1961,JJA,0.1
1962,JJA,0.0
1963,JJA,0.07
1964,JJA,-0.15
1965,JJA,-0.2
1966,JJA,0.1
1967,JJA,0.02
1968,JJA,-0.07
1969,JJA,0.02
1970,JJA,-0.03
1971,JJA,-0.14
1972,JJA,-0.08
1973,JJA,0.08
1974,JJA,-0.14
1975,JJA,-0.09
1976,JJA,-0.22
1977,JJA,0.11
1978,JJA,-0.12
1979,JJA,0.06
1980,JJA,0.14
1981,JJA,0.17
1982,JJA,-0.01
1983,JJA,0.18
1984,JJA,0.08
1985,JJA,-0.03
1986,JJA,0.05
1987,JJA,0.23
1988,JJA,0.36
1989,JJA,0.27
1990,JJA,0.4
1991,JJA,0.42
1992,JJA,-0.04
1993,JJA,0.12
1994,JJA,0.36
1995,JJA,0.47
1996,JJA,0.24
1997,JJA,0.46
1998,JJA,0.73
1999,JJA,0.33
2000,JJA,0.44
2001,JJA,0.61
2002,JJA,0.63
2003,JJA,0.69
2004,JJA,0.51
2005,JJA,0.74
2006,JJA,0.73
2007,JJA,0.67
2008,JJA,0.6
2009,JJA,0.69
2010,JJA,0.86
2011,JJA,0.73
2012,JJA,0.85
2013,JJA,0.74
2014,JJA,0.83
2015,JJA,1.0
2016,JJA,1.1
2017,JJA,0.98
2018,JJA,0.9
2019,JJA,1.12
2020,JJA,1.12
2021,JJA,1.11
2022,JJA,1.13
2023,JJA,1.4
2024,JJA,1.46
2025,JJA,1.24
1880,SON,-0.34
1881,SON,-0.37
1882,SON,-0.38
1883,SON,-0.32
1884,SON,-0.5
1885,SON,-0.39
1886,SON,-0.36
1887,SON,-0.33
1888,SON,-0.1
1889,SON,-0.46
1890,SON,-0.37
1891,SON,-0.31
1892,SON,-0.44
1893,SON,-0.31
1894,SON,-0.37
1895,SON,-0.11
1896,SON,-0.12
1897,SON,-0.18
1898,SON,-0.37
1899,SON,0.1
1900,SON,0.01
1901,SON,-0.28
1902,SON,-0.39
1903,SON,-0.47
1904,SON,-0.39
1905,SON,-0.14
1906,SON,-0.29
1907,SON,-0.39
1908,SON,-0.48
1909,SON,-0.29
1910,SON,-0.46
1911,SON,-0.27
1912,SON,-0.74
1913,SON,-0.33
1914,SON,-0.19
1915,SON,-0.18
1916,SON,-0.45
1917,SON,-0.43
1918,SON,-0.18
1919,SON,-0.26
1920,SON,-0.41
1921,SON,-0.11
1922,SON,-0.29
1923,SON,0.01
1924,SON,-0.12
1925,SON,0.02
1926,SON,0.06
1927,SON,0.12
1928,SON,-0.07
1929,SON,-0.09
1930,SON,0.14
1931,SON,0.26
1932,SON,-0.04
1933,SON,-0.24
1934,SON,0.08
1935,SON,-0.1
1936,SON,0.09
1937,SON,0.28
1938,SON,0.25
1939,SON,0.14
1940,SON,0.27
1941,SON,0.25
1942,SON,0.21
1943,SON,0.32
1944,SON,0.33
1945,SON,0.18
1946,SON,0.02
1947,SON,0.19
1948,SON,0.03
1949,SON,0.01
1950,SON,-0.16
1951,SON,0.23
1952,SON,-0.03
1953,SON,0.18
1954,SON,0.19
1955,SON,-0.08
1956,SON,-0.29
1957,SON,0.1
1958,SON,0.06
1959,SON,0.04
1960,SON,0.03
1961,SON,0.0
1962,SON,0.08
1963,SON,0.33
1964,SON,-0.27
1965,SON,-0.06
1966,SON,-0.01
1967,SON,0.1
1968,SON,-0.09
1969,SON,0.07
1970,SON,-0.08
1971,SON,-0.11
1972,SON,-0.17
1973,SON,-0.09
1974,SON,-0.2
1975,SON,-0.18
1976,SON,-0.32
1977,SON,0.13
1978,SON,0.05
1979,SON,0.22
1980,SON,0.14
1981,SON,0.24
1982,SON,-0.02
1983,SON,0.29
1984,SON,-0.02
1985,SON,0.02
1986,SON,0.03
1987,SON,0.24
1988,SON,0.18
1989,SON,0.2
1990,SON,0.45
1991,SON,0.32
1992,SON,-0.15
1993,SON,-0.05
1994,SON,0.46
1995,SON,0.53
1996,SON,0.14
1997,SON,0.58
1998,SON,0.55
1999,SON,0.44
2000,SON,0.28
2001,SON,0.71
2002,SON,0.65
2003,SON,0.81
2004,SON,0.76
2005,SON,0.97
2006,SON,0.92
2007,SON,0.78
2008,SON,0.79
2009,SON,0.83
2010,SON,0.93
2011,SON,0.76
2012,SON,0.91
2013,SON,0.89
2014,SON,0.86
2015,SON,1.28
2016,SON,1.12
2017,SON,1.08
2018,SON,1.06
2019,SON,1.23
2020,SON,1.32
2021,SON,1.22
2022,SON,1.19
2023,SON,1.84
2024,SON,1.72
2025,SON,1.53
